observation_date,W014RC1Q027SBEA_20130228,W014RC1Q027SBEA_20130328,W014RC1Q027SBEA_20130426,W014RC1Q027SBEA_20130530,W014RC1Q027SBEA_20130626,W014RC1Q027SBEA_20130731,W014RC1Q027SBEA_20130829,W014RC1Q027SBEA_20130926,W014RC1Q027SBEA_20131107,W014RC1Q027SBEA_20131220,W014RC1Q027SBEA_20140130,W014RC1Q027SBEA_20140228,W014RC1Q027SBEA_20140327,W014RC1Q027SBEA_20140430,W014RC1Q027SBEA_20140529,W014RC1Q027SBEA_20140625,W014RC1Q027SBEA_20140730,W014RC1Q027SBEA_20140828,W014RC1Q027SBEA_20140926,W014RC1Q027SBEA_20141030,W014RC1Q027SBEA_20141125,W014RC1Q027SBEA_20141223,W014RC1Q027SBEA_20150130,W014RC1Q027SBEA_20150227,W014RC1Q027SBEA_20150327,W014RC1Q027SBEA_20150429,W014RC1Q027SBEA_20150529,W014RC1Q027SBEA_20150730,W014RC1Q027SBEA_20150827,W014RC1Q027SBEA_20150925,W014RC1Q027SBEA_20151029,W014RC1Q027SBEA_20151124,W014RC1Q027SBEA_20151222,W014RC1Q027SBEA_20160129,W014RC1Q027SBEA_20160226,W014RC1Q027SBEA_20160325,W014RC1Q027SBEA_20160428,W014RC1Q027SBEA_20160527,W014RC1Q027SBEA_20160628,W014RC1Q027SBEA_20160729,W014RC1Q027SBEA_20160826,W014RC1Q027SBEA_20160929,W014RC1Q027SBEA_20161028,W014RC1Q027SBEA_20161129,W014RC1Q027SBEA_20161222,W014RC1Q027SBEA_20170127,W014RC1Q027SBEA_20170228,W014RC1Q027SBEA_20170330,W014RC1Q027SBEA_20170428,W014RC1Q027SBEA_20170526,W014RC1Q027SBEA_20170629,W014RC1Q027SBEA_20170728,W014RC1Q027SBEA_20170830,W014RC1Q027SBEA_20170928,W014RC1Q027SBEA_20171027,W014RC1Q027SBEA_20171129,W014RC1Q027SBEA_20171221,W014RC1Q027SBEA_20180126,W014RC1Q027SBEA_20180228,W014RC1Q027SBEA_20180328,W014RC1Q027SBEA_20180427,W014RC1Q027SBEA_20180530,W014RC1Q027SBEA_20180628,W014RC1Q027SBEA_20180727,W014RC1Q027SBEA_20180829,W014RC1Q027SBEA_20180927,W014RC1Q027SBEA_20181026,W014RC1Q027SBEA_20181128,W014RC1Q027SBEA_20181221,W014RC1Q027SBEA_20190228,W014RC1Q027SBEA_20190328,W014RC1Q027SBEA_20190426,W014RC1Q027SBEA_20190530,W014RC1Q027SBEA_20190627,W014RC1Q027SBEA_20190726,W014RC1Q027SBEA_20190829,W014RC1Q027SBEA_20190926,W014RC1Q027SBEA_20191030,W014RC1Q027SBEA_20191127,W014RC1Q027SBEA_20191220,W014RC1Q027SBEA_20200130,W014RC1Q027SBEA_20200227,W014RC1Q027SBEA_20200326,W014RC1Q027SBEA_20200429,W014RC1Q027SBEA_20200528,W014RC1Q027SBEA_20200625,W014RC1Q027SBEA_20200730,W014RC1Q027SBEA_20200827,W014RC1Q027SBEA_20200930,W014RC1Q027SBEA_20201029,W014RC1Q027SBEA_20201125,W014RC1Q027SBEA_20201222,W014RC1Q027SBEA_20210128,W014RC1Q027SBEA_20210225
1975-01-01,170.2,170.2,170.2,170.2,170.2,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704,168.704
1975-04-01,191.0,191.0,191.0,191.0,191.0,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.5,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524,189.524
1975-07-01,188.9,188.9,188.9,188.9,188.9,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.3,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348,187.348
1975-10-01,192.3,192.3,192.3,192.3,192.3,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.7,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744,190.744
1976-01-01,195.4,195.4,195.4,195.4,195.4,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,193.8,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.2,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187,194.187
1976-04-01,195.1,195.1,195.1,195.1,195.1,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.5,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.9,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851,193.851
1976-07-01,205.2,205.2,205.2,205.2,205.2,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.6,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.9,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931,203.931
1976-10-01,207.8,207.8,207.8,207.8,207.8,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455,206.455
1977-01-01,208.2,208.2,208.2,208.2,208.2,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.5,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.9,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852,206.852
1977-04-01,211.2,211.2,211.2,211.2,211.2,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.5,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.8,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82,209.82
1977-07-01,220.4,220.4,220.4,220.4,220.4,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.6,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.9,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92,218.92
1977-10-01,222.0,222.0,222.0,222.0,222.0,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.2,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524,220.524
1978-01-01,229.3,229.3,229.3,229.3,229.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.3,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.6,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568,227.568
1978-04-01,231.6,231.6,231.6,231.6,231.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.6,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832,229.832
1978-07-01,238.8,238.8,238.8,238.8,238.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,236.8,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.0,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02,237.02
1978-10-01,243.0,243.0,243.0,243.0,243.0,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,240.8,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.1,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084,241.084
1979-01-01,244.8,244.8,244.8,244.8,244.8,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747,242.747
1979-04-01,249.1,249.1,249.1,249.1,249.1,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,246.7,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,247.0,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971,246.971
1979-07-01,266.3,266.3,266.3,266.3,266.3,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.2,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199,264.199
1979-10-01,271.9,271.9,271.9,271.9,271.9,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.4,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.7,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655,269.655
1980-01-01,281.9,281.9,281.9,281.9,281.9,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.3,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.9,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949,279.949
1980-04-01,286.6,286.6,286.6,286.6,286.6,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,283.9,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.6,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601,284.601
1980-07-01,318.4,318.4,318.4,318.4,318.4,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,315.7,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.4,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381,316.381
1980-10-01,324.6,324.6,324.6,324.6,324.6,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,321.9,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.5,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509,322.509
1981-01-01,324.5,324.5,324.5,324.5,324.5,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,321.6,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.2,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196,322.196
1981-04-01,325.9,325.9,325.9,325.9,325.9,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,322.8,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.4,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421,323.421
1981-07-01,342.3,342.3,342.3,342.3,342.3,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.2,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.9,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861,339.861
1981-10-01,341.4,341.4,341.4,341.4,341.4,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.2,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.8,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836,338.836
1982-01-01,345.6,345.6,345.6,345.6,345.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,342.6,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.3,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274,343.274
1982-04-01,353.1,353.1,353.1,353.1,353.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.1,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.7,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684,350.684
1982-07-01,367.5,367.5,367.5,367.5,367.5,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.1,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.7,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737,364.737
1982-10-01,385.7,385.7,385.7,385.7,385.7,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.9,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852,382.852
